Date,Open,High,Low,Close,Adj Close,Volume
"Jul 18, 2024",27.98,28.38,25.61,25.88,25.88,"16,969,700"
"Jul 17, 2024",28.4,29.79,27.24,27.98,27.98,"23,775,000"
"Jul 16, 2024",27.75,28.83,27.37,28.54,28.54,"25,594,500"
"Jul 15, 2024",25.98,27.2,25.65,27,27,"17,136,400"
"Jul 12, 2024",25.76,26.89,25.42,26.05,26.05,"16,238,900"
"Jul 11, 2024",25.44,26.02,25.02,25.57,25.57,"13,032,700"
"Jul 10, 2024",25,26.45,24.9,24.97,24.97,"22,325,400"
"Jul 9, 2024",24.6,25.18,24,24.6,24.6,"9,419,800"
"Jul 8, 2024",24.12,25.14,23.85,24.45,24.45,"11,815,500"
"Jul 5, 2024",24.18,25.08,23.82,24.18,24.18,"11,782,100"
"Jul 3, 2024",24.03,24.89,23.65,24.37,24.37,"11,829,500"
"Jul 2, 2024",23.24,24.32,23.1,23.98,23.98,"13,703,500"
"Jul 1, 2024",23.35,23.78,22.31,23.33,23.33,"30,689,000"
"Jun 28, 2024",25.02,26.17,24.31,24.69,24.69,"20,212,000"
"Jun 27, 2024",24.1,26.69,24.06,25.09,25.09,"34,867,000"
"Jun 26, 2024",24.6,25.38,24.04,24.2,24.2,"17,903,000"
"Jun 25, 2024",23.6,24.97,22.55,24.93,24.93,"26,898,400"
"Jun 24, 2024",23.26,24.83,23.24,23.65,23.65,"22,162,900"
"Jun 21, 2024",25.24,25.81,23.51,23.93,23.93,"27,457,200"
"Jun 20, 2024",24.25,25.93,23.65,25.59,25.59,"36,029,300"
"Jun 18, 2024",24.58,25.97,23.61,24.7,24.7,"38,079,200"
"Jun 17, 2024",28.55,29.18,23.79,25.22,25.22,"90,351,900"
"Jun 14, 2024",29.23,30.66,27.41,28.7,28.7,"82,874,400"
"Jun 13, 2024",26.56,29.58,25.56,29.12,29.12,"107,306,600"
"Jun 12, 2024",29.17,33.7,24.83,25.46,25.46,"147,986,700"
"Jun 11, 2024",24.4,30.92,22.79,30.49,30.49,"146,914,700"
"Jun 10, 2024",28.97,29.34,23.06,24.83,24.83,"130,842,800"
"Jun 7, 2024",37.69,48,26.12,28.22,28.22,"279,054,400"
"Jun 6, 2024",31.57,47.5,31.28,46.55,46.55,"206,685,800"
"Jun 5, 2024",26.3,31.84,26.11,31.57,31.57,"73,156,400"
"Jun 4, 2024",26.26,28.01,25.2,26.5,26.5,"51,662,100"
"Jun 3, 2024",40.19,40.5,26.4,28,28,"165,808,300"
"May 31, 2024",22.58,23.72,21.68,23.14,23.14,"22,174,300"
"May 30, 2024",21.02,22.7,20.1,22.61,22.61,"24,403,600"
"May 29, 2024",22,22.98,21.05,21.24,21.24,"26,921,200"
"May 28, 2024",23.1,26.66,21.15,23.78,23.78,"105,077,600"
"May 24, 2024",18.42,19.68,17.7,19,19,"43,017,100"
"May 23, 2024",21.4,21.4,18.26,18.32,18.32,"30,561,100"
"May 22, 2024",21.56,22.25,20.76,21.12,21.12,"43,521,400"
"May 21, 2024",22.24,22.85,20.04,22.12,22.12,"49,250,100"
"May 20, 2024",21.54,23.4,18.94,23.14,23.14,"55,261,600"
"May 17, 2024",21.86,22.41,19.7,22.21,22.21,"96,079,600"
"May 16, 2024",33.98,35.24,27.59,27.67,27.67,"76,177,600"
"May 15, 2024",40.31,42.35,31,39.55,39.55,"131,790,100"
"May 14, 2024",64.83,64.83,36,48.75,48.75,"206,979,100"
"May 13, 2024",26.34,38.2,24.77,30.45,30.45,"187,241,700"
"May 10, 2024",17.93,20.2,16.88,17.46,17.46,"36,831,900"
"May 9, 2024",15.9,18.51,15.35,18.01,18.01,"25,759,300"
"May 8, 2024",16.05,17.24,15.33,15.92,15.92,"24,775,100"
"May 7, 2024",15.85,17.29,14.93,16.31,16.31,"24,308,600"
"May 6, 2024",14.99,17.4,13.62,16.31,16.31,"48,018,700"
"May 3, 2024",12.42,17.45,12.31,16.47,16.47,"36,292,400"
"May 2, 2024",11.11,12.88,10.96,12.76,12.76,"8,654,800"
"May 1, 2024",11.03,11.32,10.7,10.91,10.91,"2,653,200"
"Apr 30, 2024",11.18,11.3,10.91,11.09,11.09,"2,866,500"
"Apr 29, 2024",11.84,11.96,11.18,11.29,11.29,"3,821,500"
"Apr 26, 2024",11.18,12.19,11,11.9,11.9,"7,685,100"
"Apr 25, 2024",10.7,11.21,10.48,11.21,11.21,"4,903,800"
"Apr 24, 2024",10.16,10.94,10.16,10.93,10.93,"4,829,600"
"Apr 23, 2024",10.05,10.28,10.01,10.16,10.16,"2,511,800"
"Apr 22, 2024",10.41,10.45,10.01,10.01,10.01,"3,261,000"
"Apr 19, 2024",10.2,10.5,10.2,10.42,10.42,"2,462,700"
"Apr 18, 2024",10.32,10.63,10.27,10.31,10.31,"2,175,400"
"Apr 17, 2024",10.44,10.59,10.3,10.3,10.3,"2,096,700"
"Apr 16, 2024",10,10.55,9.95,10.37,10.37,"4,162,100"
"Apr 15, 2024",10.81,10.84,10.06,10.06,10.06,"5,086,300"
"Apr 12, 2024",11.21,11.23,10.76,10.77,10.77,"3,214,400"
"Apr 11, 2024",10.91,11.39,10.8,11.29,11.29,"3,802,100"
"Apr 10, 2024",10.9,11.07,10.75,10.85,10.85,"3,546,200"
"Apr 9, 2024",10.85,11.18,10.73,11.01,11.01,"3,455,500"
"Apr 8, 2024",11.3,11.37,10.83,10.83,10.83,"3,659,100"
"Apr 5, 2024",11.3,11.5,10.97,11.25,11.25,"4,760,000"
"Apr 4, 2024",11.5,11.83,11.38,11.53,11.53,"4,347,000"
"Apr 3, 2024",11.22,11.5,10.9,11.38,11.38,"4,331,500"
"Apr 2, 2024",11.84,11.99,11.26,11.28,11.28,"6,327,700"
"Apr 1, 2024",12.63,12.67,11.55,11.99,11.99,"9,207,100"
"Mar 28, 2024",13.19,13.19,12.47,12.52,12.52,"8,473,500"
"Mar 27, 2024",13.05,13.72,12.8,13.17,13.17,"17,871,300"
"Mar 26, 2024",15.15,15.63,14.75,15.5,15.5,"17,245,800"
"Mar 25, 2024",13.42,15.15,13.31,15.12,15.12,"10,416,300"
"Mar 22, 2024",13.76,13.95,13.01,13.1,13.1,"4,411,600"
"Mar 21, 2024",13.56,14.02,13.48,13.66,13.66,"3,382,800"
"Mar 20, 2024",13.47,13.79,13.21,13.48,13.48,"3,921,300"
"Mar 19, 2024",13.76,13.89,13.3,13.41,13.41,"3,894,700"
"Mar 18, 2024",14.25,14.3,13.9,13.91,13.91,"3,490,800"
"Mar 15, 2024",14.55,14.83,14.21,14.24,14.24,"4,480,700"
"Mar 14, 2024",14.8,15.02,14.4,14.63,14.63,"2,534,200"
"Mar 13, 2024",14.69,15.2,14.62,14.87,14.87,"2,898,100"
"Mar 12, 2024",14.35,14.84,14.09,14.72,14.72,"2,382,600"
"Mar 11, 2024",14.64,14.94,14.36,14.43,14.43,"2,111,900"
"Mar 8, 2024",15.4,15.63,14.52,14.65,14.65,"3,169,800"
"Mar 7, 2024",15.26,15.51,15.05,15.26,15.26,"2,111,900"
"Mar 6, 2024",15.22,15.89,14.94,15.26,15.26,"3,818,100"
"Mar 5, 2024",14.95,15.28,14.78,15,15,"3,152,700"
"Mar 4, 2024",14.93,15.59,14.83,15.22,15.22,"4,367,600"
"Mar 1, 2024",14.18,15.09,13.99,14.95,14.95,"4,899,500"
"Feb 29, 2024",14.34,14.65,14.03,14.27,14.27,"2,638,700"
"Feb 28, 2024",14,14.47,13.89,14.24,14.24,"2,440,700"
"Feb 27, 2024",13.7,14.29,13.68,14.21,14.21,"2,795,500"
"Feb 26, 2024",13.31,13.75,13.2,13.68,13.68,"2,278,600"
"Feb 23, 2024",13.3,13.79,13.12,13.51,13.51,"2,319,700"
"Feb 22, 2024",13.5,13.65,13.34,13.36,13.36,"1,817,800"
"Feb 21, 2024",13.46,13.67,13.23,13.41,13.41,"1,722,800"
"Feb 20, 2024",13.96,14.05,13.16,13.49,13.49,"3,784,500"
"Feb 16, 2024",14.46,14.53,14.1,14.12,14.12,"2,301,900"
"Feb 15, 2024",14.54,14.75,14.23,14.51,14.51,"2,400,500"
"Feb 14, 2024",14.33,14.43,14.05,14.41,14.41,"2,504,400"
"Feb 13, 2024",14.2,14.4,13.77,14.17,14.17,"3,788,700"
"Feb 12, 2024",14.58,15.22,14.53,14.73,14.73,"2,750,100"
"Feb 9, 2024",14.37,15.23,14.3,14.66,14.66,"3,575,300"
"Feb 8, 2024",14.01,14.44,13.89,14.35,14.35,"1,838,300"
"Feb 7, 2024",14.12,14.3,13.78,14.07,14.07,"1,947,800"
"Feb 6, 2024",13.6,14.3,13.43,14.1,14.1,"3,047,800"
"Feb 5, 2024",14.5,14.61,13.4,13.46,13.46,"4,361,500"
"Feb 2, 2024",14.15,14.92,14.08,14.73,14.73,"2,924,500"
"Feb 1, 2024",14.34,14.42,14.02,14.42,14.42,"2,220,200"
"Jan 31, 2024",14.4,14.83,14.22,14.23,14.23,"2,684,700"
"Jan 30, 2024",14.54,14.82,14.51,14.55,14.55,"1,652,600"
"Jan 29, 2024",14.5,14.81,14.32,14.78,14.78,"2,164,200"
"Jan 26, 2024",14.44,14.72,14.41,14.49,14.49,"2,288,800"
"Jan 25, 2024",13.97,14.54,13.92,14.52,14.52,"3,635,900"
"Jan 24, 2024",14.28,14.38,13.82,13.95,13.95,"2,513,800"
"Jan 23, 2024",15,15.02,14.05,14.18,14.18,"3,495,300"
"Jan 22, 2024",14.5,15.16,14.3,14.9,14.9,"3,606,500"
"Jan 19, 2024",14.36,14.6,14.09,14.51,14.51,"2,396,200"
"Jan 18, 2024",14.2,14.77,14.05,14.29,14.29,"3,906,000"
"Jan 17, 2024",13.86,14.11,13.71,14.08,14.08,"2,706,200"
"Jan 16, 2024",14.6,14.62,13.93,13.98,13.98,"3,581,200"
"Jan 12, 2024",15.3,15.62,14.73,14.75,14.75,"2,479,800"
"Jan 11, 2024",15.65,15.8,15.24,15.25,15.25,"2,992,200"
"Jan 10, 2024",15.12,15.76,14.97,15.73,15.73,"3,191,700"
"Jan 9, 2024",15.59,15.62,15.12,15.16,15.16,"3,105,300"
"Jan 8, 2024",15.78,16.12,15.7,15.79,15.79,"3,031,100"
"Jan 5, 2024",16.16,16.52,15.96,15.96,15.96,"2,619,200"
"Jan 4, 2024",16.51,16.75,16.31,16.36,16.36,"2,671,500"
"Jan 3, 2024",16.3,16.83,15.9,16.69,16.69,"4,193,600"
"Jan 2, 2024",17.25,17.6,16.58,16.67,16.67,"4,428,000"
"Dec 29, 2023",18.04,18.16,17.46,17.53,17.53,"4,536,700"
"Dec 28, 2023",18.05,18.32,17.85,18.07,18.07,"3,574,800"
"Dec 27, 2023",17.43,18.37,17.37,18.37,18.37,"4,800,100"
"Dec 26, 2023",16.98,17.41,16.82,17.36,17.36,"3,079,600"
"Dec 22, 2023",16.78,17.2,16.45,16.97,16.97,"3,329,900"
"Dec 21, 2023",17.19,17.34,16.59,16.98,16.98,"3,975,300"
"Dec 20, 2023",17.53,18.38,16.89,16.93,16.93,"5,553,000"
"Dec 19, 2023",17.89,18.59,17.23,17.72,17.72,"5,447,100"
"Dec 18, 2023",17.24,18.51,17.1,17.86,17.86,"7,352,200"
"Dec 15, 2023",17.4,17.58,17.01,17.26,17.26,"7,119,100"
"Dec 14, 2023",17.14,17.88,16.8,17.44,17.44,"10,750,700"
"Dec 13, 2023",15.22,16.8,15.19,16.69,16.69,"9,086,900"
"Dec 12, 2023",15.12,15.36,14.84,15.22,15.22,"4,210,700"
"Dec 11, 2023",15.45,15.69,14.98,15.07,15.07,"4,961,200"
"Dec 8, 2023",15.83,16.48,15.47,15.55,15.55,"10,401,400"
"Dec 7, 2023",13.71,16.52,13.56,16.36,16.36,"19,840,700"
"Dec 6, 2023",15.36,15.7,14.64,14.84,14.84,"12,691,300"
"Dec 5, 2023",16.47,16.72,14.87,14.91,14.91,"14,220,100"
"Dec 4, 2023",15.29,17.41,14.91,16.98,16.98,"20,098,700"
"Dec 1, 2023",14.52,15.99,14.5,15.3,15.3,"13,378,700"
"Nov 30, 2023",16.29,16.33,14.32,14.55,14.55,"16,537,200"
"Nov 29, 2023",15.49,17.56,14.7,16.25,16.25,"61,172,800"
"Nov 28, 2023",11.9,13.55,11.89,13.49,13.49,"14,192,900"
"Nov 27, 2023",12.18,12.33,11.89,11.91,11.91,"3,710,600"
"Nov 24, 2023",12.22,12.41,12.18,12.2,12.2,"1,232,500"
"Nov 22, 2023",12.56,12.71,12.19,12.29,12.29,"2,358,800"
"Nov 21, 2023",12.65,12.72,12.26,12.55,12.55,"3,710,100"
"Nov 20, 2023",13,13.2,12.8,12.8,12.8,"2,294,900"
"Nov 17, 2023",12.52,13.06,12.52,13.03,13.03,"3,414,200"
"Nov 16, 2023",13.14,13.19,12.52,12.53,12.53,"3,425,800"
"Nov 15, 2023",13.15,13.5,13.03,13.27,13.27,"4,121,600"
"Nov 14, 2023",12.75,13.39,12.69,12.9,12.9,"5,187,500"
"Nov 13, 2023",12.5,12.53,11.83,12.14,12.14,"4,318,500"
"Nov 10, 2023",12.81,12.97,12.35,12.54,12.54,"3,872,400"
"Nov 9, 2023",13.25,13.32,12.7,12.7,12.7,"2,750,100"
"Nov 8, 2023",13.51,13.76,13.28,13.28,13.28,"1,705,600"
"Nov 7, 2023",13.47,13.79,13.23,13.64,13.64,"2,354,400"
"Nov 6, 2023",13.99,14.05,13.49,13.53,13.53,"2,164,400"
"Nov 3, 2023",13.9,14.4,13.83,13.87,13.87,"2,966,200"
"Nov 2, 2023",13.37,13.7,13.28,13.64,13.64,"3,566,600"
"Nov 1, 2023",13.78,13.8,13.01,13.01,13.01,"3,430,100"
"Oct 31, 2023",12.85,13.9,12.82,13.77,13.77,"4,574,600"
"Oct 30, 2023",13.15,13.27,12.59,12.8,12.8,"3,475,900"
"Oct 27, 2023",13.51,13.62,13.02,13.12,13.12,"2,481,700"
"Oct 26, 2023",13.73,13.8,13.41,13.5,13.5,"2,036,400"
"Oct 25, 2023",14.01,14.01,13.61,13.71,13.71,"1,967,300"
"Oct 24, 2023",13.59,14.3,13.55,14.04,14.04,"3,738,300"
"Oct 23, 2023",13.28,13.59,13.04,13.44,13.44,"2,785,500"
"Oct 20, 2023",13.18,13.8,13.12,13.44,13.44,"3,661,800"
"Oct 19, 2023",13.8,13.85,12.9,13.16,13.16,"5,808,000"
"Oct 18, 2023",14,14.25,13.81,13.85,13.85,"4,045,800"
"Oct 17, 2023",14.25,14.83,14.1,14.12,14.12,"3,842,400"
"Oct 16, 2023",14.81,14.93,14.15,14.43,14.43,"3,508,600"
"Oct 13, 2023",14.92,15.11,14.78,14.92,14.92,"1,823,300"
"Oct 12, 2023",15.77,15.8,14.82,15.09,15.09,"3,180,300"
"Oct 11, 2023",16.01,16.09,15.74,15.82,15.82,"2,098,200"
"Oct 10, 2023",15.5,16.19,15.4,16,16,"2,915,900"
"Oct 9, 2023",14.77,15.5,14.72,15.4,15.4,"2,276,300"
"Oct 6, 2023",14.59,15.26,14.58,15.08,15.08,"2,467,100"
"Oct 5, 2023",14.7,14.98,14.58,14.71,14.71,"1,945,100"
"Oct 4, 2023",14.77,14.94,14.44,14.87,14.87,"2,586,400"
"Oct 3, 2023",15.29,15.29,14.57,14.6,14.6,"4,510,300"
"Oct 2, 2023",16.3,16.31,15.26,15.39,15.39,"6,087,700"
"Sep 29, 2023",17.05,17.26,16.4,16.46,16.46,"3,397,000"
"Sep 28, 2023",18.02,18.1,16.44,16.84,16.84,"7,431,900"
"Sep 27, 2023",16.87,17.26,16.81,17.15,17.15,"1,681,300"
"Sep 26, 2023",17.38,17.82,16.78,16.78,16.78,"2,726,800"
"Sep 25, 2023",17,17.72,16.85,17.67,17.67,"2,181,200"
"Sep 22, 2023",17.18,17.35,17,17.18,17.18,"2,100,300"
"Sep 21, 2023",17.28,17.32,16.65,17.02,17.02,"2,910,700"
"Sep 20, 2023",17.63,17.93,17.45,17.52,17.52,"2,129,800"
"Sep 19, 2023",17.59,17.64,17.13,17.52,17.52,"2,584,200"
"Sep 18, 2023",17.99,18.1,17.35,17.55,17.55,"3,694,600"
"Sep 15, 2023",18.36,18.61,18.15,18.22,18.22,"6,166,600"
"Sep 14, 2023",17.8,18.52,17.6,18.33,18.33,"3,078,000"
"Sep 13, 2023",17.31,17.93,17.27,17.81,17.81,"3,012,600"
"Sep 12, 2023",17.53,18.5,17.19,17.23,17.23,"5,179,400"
"Sep 11, 2023",17.85,17.85,16.9,17.02,17.02,"3,543,800"
"Sep 8, 2023",18.15,18.5,17.35,17.71,17.71,"4,689,200"
"Sep 7, 2023",19.13,19.48,17.61,18.89,18.89,"5,021,300"
"Sep 6, 2023",19.06,19.15,18.42,18.75,18.75,"6,107,200"
"Sep 5, 2023",18.45,19.34,18.26,19.23,19.23,"3,781,300"
"Sep 1, 2023",18.66,18.73,18.32,18.42,18.42,"2,135,900"
"Aug 31, 2023",18.41,19.42,18.15,18.55,18.55,"4,674,100"
"Aug 30, 2023",18.2,18.52,17.91,18.37,18.37,"1,884,500"
"Aug 29, 2023",17.6,18.55,17.6,18.24,18.24,"2,709,200"
"Aug 28, 2023",17.35,18.11,17.25,17.57,17.57,"3,007,400"
"Aug 25, 2023",16.5,17.18,16.45,17.13,17.13,"3,423,500"
"Aug 24, 2023",16.94,16.98,16.18,16.36,16.36,"3,624,500"
"Aug 23, 2023",17.25,17.34,16.88,16.89,16.89,"2,909,100"
"Aug 22, 2023",18.62,18.62,17.25,17.26,17.26,"3,782,100"
"Aug 21, 2023",18.3,18.82,18.2,18.48,18.48,"2,864,700"
"Aug 18, 2023",18.18,18.66,18.14,18.36,18.36,"2,029,100"
"Aug 17, 2023",18.79,18.81,18.3,18.38,18.38,"2,056,800"
"Aug 16, 2023",19.18,19.34,18.55,18.59,18.59,"3,015,600"
"Aug 15, 2023",19.77,19.78,19.09,19.33,19.33,"2,290,300"
"Aug 14, 2023",19.75,20.01,19.08,19.96,19.96,"3,329,300"
"Aug 11, 2023",20.03,20.38,19.97,20.19,20.19,"1,522,900"
"Aug 10, 2023",20,20.29,19.87,20.19,20.19,"1,432,400"
"Aug 9, 2023",20.85,20.85,19.82,19.93,19.93,"2,929,600"
"Aug 8, 2023",20.7,20.9,20.28,20.74,20.74,"1,431,300"
"Aug 7, 2023",20.9,21.24,20.48,21.07,21.07,"1,441,300"
"Aug 4, 2023",20.95,21.89,20.89,20.98,20.98,"2,406,000"
"Aug 3, 2023",20.88,21.18,20.74,20.93,20.93,"1,318,700"
"Aug 2, 2023",21.15,21.15,20.34,20.83,20.83,"2,625,800"
"Aug 1, 2023",21.95,22,21.26,21.5,21.5,"2,567,100"
"Jul 31, 2023",22,22.38,21.85,22.2,22.2,"1,973,400"
"Jul 28, 2023",22.02,22.49,21.79,21.93,21.93,"2,642,100"
"Jul 27, 2023",22.94,23.49,22.13,22.22,22.22,"3,370,900"
